time,feed_pressure
2024 10 09 07:37:42,9.53775
2024 10 09 07:38:42,9.6345
2024 10 09 07:39:42,9.723
2024 10 09 07:40:42,9.802875
2024 10 09 07:41:42,9.872625
2024 10 09 07:42:42,9.929625
2024 10 09 07:43:42,9.965625
2024 10 09 07:44:42,9.9825
2024 10 09 07:45:42,10.031625
2024 10 09 07:46:42,10.07325
2024 10 09 07:47:42,10.11675
2024 10 09 07:48:43,10.17225
2024 10 09 07:49:43,10.24575
2024 10 09 07:50:43,10.296
2024 10 09 07:51:43,10.35375
2024 10 09 07:52:43,10.409625
2024 10 09 07:53:43,10.4535
2024 10 09 07:54:43,10.172625
2024 10 09 07:55:43,9.902625
2024 10 09 07:56:43,9.656625
2024 10 09 07:57:43,9.42975
2024 10 09 07:58:43,9.213
2024 10 09 07:59:43,9.32325
2024 10 09 08:00:43,9.411
2024 10 09 08:01:43,9.49575
2024 10 09 08:02:43,9.5835
2024 10 09 08:03:44,9.678
2024 10 09 08:04:44,9.768
2024 10 09 08:05:44,9.856125
2024 10 09 08:06:44,9.947625
2024 10 09 08:07:44,10.023375
2024 10 09 08:08:44,10.097625
2024 10 09 08:09:44,10.174875
2024 10 09 08:10:44,10.254
2024 10 09 08:11:44,10.30875
2024 10 09 08:12:44,10.357125
2024 10 09 08:13:44,10.390125
2024 10 09 08:14:44,10.11225
2024 10 09 08:15:44,9.865125
2024 10 09 08:16:44,9.632625
2024 10 09 08:17:44,9.421875
2024 10 09 08:18:44,9.23175
2024 10 09 08:19:44,9.351
2024 10 09 08:20:44,9.444375
2024 10 09 08:21:44,9.535125
2024 10 09 08:22:44,9.6285
2024 10 09 08:23:44,9.711
2024 10 09 08:24:44,9.789375
2024 10 09 08:25:44,9.87
2024 10 09 08:26:44,9.957
2024 10 09 08:27:44,10.041375
2024 10 09 08:28:44,10.125
2024 10 09 08:29:44,10.213875
2024 10 09 08:30:44,10.299375
2024 10 09 08:31:44,10.3665
2024 10 09 08:32:44,10.411875
2024 10 09 08:33:44,10.44825
2024 10 09 08:34:44,10.183875
2024 10 09 08:35:44,9.925125
2024 10 09 08:36:44,9.68325
2024 10 09 08:37:44,9.46875
2024 10 09 08:38:44,9.279375
2024 10 09 08:39:44,9.385125
2024 10 09 08:40:44,9.48075
2024 10 09 08:41:44,9.585375
2024 10 09 08:42:44,9.672
2024 10 09 08:43:44,9.7545
2024 10 09 08:44:44,9.840375
2024 10 09 08:45:44,9.928875
2024 10 09 08:46:44,10.005375
2024 10 09 08:47:44,10.08975
2024 10 09 08:48:44,10.153125
2024 10 09 08:49:44,10.200375
2024 10 09 08:50:44,10.2315
2024 10 09 08:51:44,10.295625
2024 10 09 08:52:44,10.309875
2024 10 09 08:53:44,10.3455
2024 10 09 08:54:44,10.392375
2024 10 09 08:55:44,10.43925
2024 10 09 08:56:44,10.43925
2024 10 09 08:57:44,10.14225
2024 10 09 08:58:44,9.879
2024 10 09 08:59:44,9.6285
2024 10 09 09:00:44,9.39975
2024 10 09 09:01:44,9.1905
2024 10 09 09:02:44,9.328125
2024 10 09 09:03:44,9.426375
2024 10 09 09:04:44,9.523875
2024 10 09 09:05:44,9.60825
2024 10 09 09:06:44,9.69525
2024 10 09 09:07:44,9.78225
2024 10 09 09:08:44,9.879375
2024 10 09 09:09:44,9.958125
2024 10 09 09:10:44,10.043625
2024 10 09 09:11:44,10.137
2024 10 09 09:12:44,10.21575
2024 10 09 09:13:44,10.293
2024 10 09 09:14:44,10.365375
2024 10 09 09:15:44,10.422375
2024 10 09 09:16:44,10.449375
2024 10 09 09:17:44,10.156875
2024 10 09 09:18:44,9.88875
2024 10 09 09:19:44,9.64725
2024 10 09 09:20:44,9.416625
2024 10 09 09:21:44,9.195
2024 10 09 09:22:44,9.321375
2024 10 09 09:23:44,9.415875
2024 10 09 09:24:44,9.4965
2024 10 09 09:25:44,9.588375
2024 10 09 09:26:44,9.678375
2024 10 09 09:27:44,9.7695
2024 10 09 09:28:44,9.85875
2024 10 09 09:29:44,9.949875
2024 10 09 09:30:44,10.03125
2024 10 09 09:31:44,10.12275
2024 10 09 09:32:44,10.206
2024 10 09 09:33:44,10.281375
2024 10 09 09:34:44,10.342125
2024 10 09 09:35:44,10.3905
2024 10 09 09:36:44,10.421625
2024 10 09 09:37:44,10.14375
2024 10 09 09:38:44,9.889875
2024 10 09 09:39:44,9.65925
2024 10 09 09:40:44,9.4425
2024 10 09 09:41:44,9.2535
2024 10 09 09:42:44,9.3675
2024 10 09 09:43:44,9.46575
2024 10 09 09:44:44,9.55875
2024 10 09 09:45:44,9.65475
2024 10 09 09:46:44,9.75
2024 10 09 09:47:44,9.839625
2024 10 09 09:48:44,9.925875
2024 10 09 09:49:44,10.005
2024 10 09 09:50:44,10.0905
2024 10 09 09:51:44,10.15725
2024 10 09 09:52:44,10.23375
2024 10 09 09:53:44,10.29825
2024 10 09 09:54:44,10.351875
2024 10 09 09:55:44,10.38225
2024 10 09 09:56:44,10.404375
2024 10 09 09:57:44,10.404375
2024 10 09 09:58:44,10.404375
2024 10 09 09:59:44,10.404375
2024 10 09 10:00:44,10.404375
2024 10 09 10:01:44,10.404375
2024 10 09 10:02:44,10.107375
2024 10 09 10:03:44,9.8565
2024 10 09 10:04:44,9.625875
2024 10 09 10:05:44,9.405
2024 10 09 10:06:44,9.207375
2024 10 09 10:07:44,9.3255
2024 10 09 10:08:44,9.418875
2024 10 09 10:09:44,9.504375
2024 10 09 10:10:44,9.606
2024 10 09 10:11:44,9.702
2024 10 09 10:12:44,9.796875
2024 10 09 10:13:44,9.885
2024 10 09 10:14:44,9.96825
2024 10 09 10:15:44,10.043625
2024 10 09 10:16:44,10.11525
2024 10 09 10:17:44,10.189125
2024 10 09 10:18:44,10.266375
2024 10 09 10:19:44,10.336125
2024 10 09 10:20:44,10.387875
2024 10 09 10:21:44,10.42575
2024 10 09 10:22:44,10.15275
2024 10 09 10:23:44,9.89025
2024 10 09 10:24:44,9.649125
2024 10 09 10:25:44,9.441375
2024 10 09 10:26:44,9.234
2024 10 09 10:27:44,9.340125
2024 10 09 10:28:44,9.447375
2024 10 09 10:29:44,9.54375
2024 10 09 10:30:44,9.63075
2024 10 09 10:31:44,9.7395
2024 10 09 10:32:44,9.83475
2024 10 09 10:33:44,9.90675
2024 10 09 10:34:44,9.9975
2024 10 09 10:35:44,10.07775
2024 10 09 10:36:44,10.155
2024 10 09 10:37:44,10.23225
2024 10 09 10:38:44,10.314375
2024 10 09 10:39:44,10.36725
2024 10 09 10:40:44,10.406625
2024 10 09 10:41:44,10.426875
2024 10 09 10:42:45,10.172625
2024 10 09 10:43:45,9.924
2024 10 09 10:44:45,9.6885
2024 10 09 10:45:45,9.484875
2024 10 09 10:46:45,9.290625
2024 10 09 10:47:45,9.382875
2024 10 09 10:48:45,9.4725
2024 10 09 10:49:45,9.57825
2024 10 09 10:50:45,9.663375
2024 10 09 10:51:45,9.751125
2024 10 09 10:52:45,9.8475
2024 10 09 10:53:45,9.932625
2024 10 09 10:54:45,10.00875
2024 10 09 10:55:45,10.096125
2024 10 09 10:56:45,10.169625
2024 10 09 10:57:45,10.252125
2024 10 09 10:58:45,10.331625
2024 10 09 10:59:45,10.390875
2024 10 09 11:00:45,10.427625
2024 10 09 11:01:45,10.46625
2024 10 09 11:02:45,10.46625
2024 10 09 11:03:45,10.46625
2024 10 09 11:04:45,10.46625
2024 10 09 11:05:45,10.46625
2024 10 09 11:06:45,10.19775
2024 10 09 11:07:45,9.940875
2024 10 09 11:08:45,9.706125
2024 10 09 11:09:45,9.485625
2024 10 09 11:10:45,9.27825
2024 10 09 11:11:45,9.3765
2024 10 09 11:12:45,9.459
2024 10 09 11:13:45,9.544125
2024 10 09 11:14:45,9.63225
2024 10 09 11:15:45,9.735
2024 10 09 11:16:45,9.80775
2024 10 09 11:17:45,9.898125
2024 10 09 11:18:45,9.986625
2024 10 09 11:19:45,10.06575
2024 10 09 11:20:45,10.144125
2024 10 09 11:21:45,10.23
2024 10 09 11:22:45,10.3095
2024 10 09 11:23:45,10.366125
2024 10 09 11:24:45,10.414875
2024 10 09 11:25:45,10.436625
2024 10 09 11:26:45,10.151625
2024 10 09 11:27:45,9.892125
2024 10 09 11:28:45,9.654
2024 10 09 11:29:45,9.432375
2024 10 09 11:30:45,9.24075
2024 10 09 11:31:45,9.35775
2024 10 09 11:32:45,9.460125
2024 10 09 11:33:45,9.55725
2024 10 09 11:34:45,9.64875
2024 10 09 11:35:45,9.730125
2024 10 09 11:36:45,9.805875
2024 10 09 11:37:45,9.89025
2024 10 09 11:38:45,9.9705
2024 10 09 11:39:45,10.05825
2024 10 09 11:40:45,10.147875
2024 10 09 11:41:45,10.250625
2024 10 09 11:42:45,10.330875
2024 10 09 11:43:45,10.399125
2024 10 09 11:44:45,10.449
2024 10 09 11:45:45,10.477125
2024 10 09 11:46:45,10.201125
2024 10 09 11:47:45,9.954375
2024 10 09 11:48:45,9.71475
2024 10 09 11:49:45,9.503625
2024 10 09 11:50:45,9.307875
2024 10 09 11:51:45,9.403875
2024 10 09 11:52:45,9.489375
2024 10 09 11:53:45,9.591375
2024 10 09 11:54:45,9.6765
2024 10 09 11:55:45,9.7635
2024 10 09 11:56:45,9.849375
2024 10 09 11:57:45,9.934125
2024 10 09 11:58:45,10.012125
2024 10 09 11:59:45,10.1085
2024 10 09 12:00:45,10.185
2024 10 09 12:01:45,10.266375
2024 10 09 12:02:45,10.326
2024 10 09 12:03:45,10.36875
2024 10 09 12:04:45,10.3815
2024 10 09 12:05:45,10.096125
2024 10 09 12:06:45,9.850125
2024 10 09 12:07:45,9.624375
2024 10 09 12:08:45,9.412125
2024 10 09 12:09:45,9.216375
2024 10 09 12:10:45,9.344625
2024 10 09 12:11:45,9.433125
2024 10 09 12:12:45,9.522375
2024 10 09 12:13:45,9.6105
2024 10 09 12:14:45,9.69975
2024 10 09 12:15:45,9.793125
2024 10 09 12:16:45,9.876
2024 10 09 12:17:45,9.964875
2024 10 09 12:18:45,10.056
2024 10 09 12:19:45,10.142625
2024 10 09 12:20:45,10.215375
2024 10 09 12:21:45,10.294125
2024 10 09 12:22:46,10.345875
2024 10 09 12:23:46,10.383
2024 10 09 12:24:46,10.407
2024 10 09 12:25:46,10.13625
2024 10 09 12:26:46,9.89325
2024 10 09 12:27:46,9.661875
2024 10 09 12:28:46,9.448125
2024 10 09 12:29:46,9.25725
2024 10 09 12:30:46,9.36825
2024 10 09 12:31:46,9.453
2024 10 09 12:32:46,9.547125
2024 10 09 12:33:46,9.651
2024 10 09 12:34:46,9.744
2024 10 09 12:35:46,9.840375
2024 10 09 12:36:46,9.934125
2024 10 09 12:37:46,10.020375
2024 10 09 12:38:46,10.095
2024 10 09 12:39:46,10.179375
2024 10 09 12:40:46,10.2435
2024 10 09 12:41:46,10.29825
2024 10 09 12:42:46,10.3395
2024 10 09 12:43:46,10.365
2024 10 09 12:44:46,10.36875
2024 10 09 12:45:46,10.4115
2024 10 09 12:46:46,10.45425
2024 10 09 12:47:46,10.497
2024 10 09 12:48:46,10.53975
2024 10 09 12:49:46,10.274625
2024 10 09 12:50:46,9.99975
2024 10 09 12:51:46,9.746625
2024 10 09 12:52:46,9.508875
2024 10 09 12:53:46,9.295875
2024 10 09 12:54:46,9.396
2024 10 09 12:55:46,9.488625
2024 10 09 12:56:46,9.585375
2024 10 09 12:57:46,9.6765
2024 10 09 12:58:46,9.757875
2024 10 09 12:59:46,9.845625
2024 10 09 13:00:46,9.938625
2024 10 09 13:01:46,10.008
2024 10 09 13:02:46,10.092375
2024 10 09 13:03:46,10.1775
2024 10 09 13:04:46,10.274625
2024 10 09 13:05:46,10.34775
2024 10 09 13:06:46,10.418625
2024 10 09 13:07:46,10.46475
2024 10 09 13:08:46,10.495125
2024 10 09 13:09:46,10.224375
2024 10 09 13:10:46,9.970125
2024 10 09 13:11:46,9.73425
2024 10 09 13:12:46,9.514125
2024 10 09 13:13:46,9.31125
2024 10 09 13:14:46,9.415125
2024 10 09 13:15:46,9.506625
2024 10 09 13:16:46,9.602625
2024 10 09 13:17:46,9.69225
2024 10 09 13:18:46,9.777
2024 10 09 13:19:46,9.859875
2024 10 09 13:20:46,9.939375
2024 10 09 13:21:46,10.0185
2024 10 09 13:22:46,10.099875
2024 10 09 13:23:46,10.1895
2024 10 09 13:24:46,10.27425
2024 10 09 13:25:46,10.3515
2024 10 09 13:26:46,10.40625
2024 10 09 13:27:46,10.449375
2024 10 09 13:28:47,10.141875
2024 10 09 13:29:47,9.88125
2024 10 09 13:30:47,9.64425
2024 10 09 13:31:47,9.423375
2024 10 09 13:32:47,9.212625
2024 10 09 13:33:47,9.363
2024 10 09 13:34:47,9.45075
2024 10 09 13:35:47,9.533625
2024 10 09 13:36:47,9.622875
2024 10 09 13:37:47,9.7095
2024 10 09 13:38:47,9.78825
2024 10 09 13:39:47,9.87375
2024 10 09 13:40:47,9.958125
2024 10 09 13:41:47,10.038375
2024 10 09 13:42:47,10.128
2024 10 09 13:43:47,10.2075
2024 10 09 13:44:47,10.295625
2024 10 09 13:45:47,10.366125
2024 10 09 13:46:47,10.41825
2024 10 09 13:47:47,10.4535
2024 10 09 13:48:47,10.177125
2024 10 09 13:49:47,9.915375
2024 10 09 13:50:47,9.681375
2024 10 09 13:51:47,9.681375
2024 10 09 13:52:47,9.681375
2024 10 09 13:53:47,9.979875
2024 10 09 13:54:47,10.241625
2024 10 09 13:55:47,10.475625
2024 10 09 13:56:47,10.35375
2024 10 09 13:57:47,10.168875
2024 10 09 13:58:47,9.98325
2024 10 09 13:59:47,9.81675
2024 10 09 14:00:47,9.6615
2024 10 09 14:01:47,9.651
2024 10 09 14:02:47,9.71775
2024 10 09 14:03:47,9.805125
2024 10 09 14:04:47,9.8775
2024 10 09 14:05:48,9.95775
2024 10 09 14:06:48,10.02825
2024 10 09 14:07:48,10.109625
2024 10 09 14:08:48,10.1805
2024 10 09 14:09:48,10.267125
2024 10 09 14:10:48,10.334625
2024 10 09 14:11:48,10.389
2024 10 09 14:12:48,10.41825
2024 10 09 14:13:48,10.11675
2024 10 09 14:14:48,9.861
2024 10 09 14:15:48,9.618375
2024 10 09 14:16:48,9.39975
2024 10 09 14:17:48,9.198
2024 10 09 14:18:48,9.334875
2024 10 09 14:19:48,9.4275
2024 10 09 14:20:48,9.532875
2024 10 09 14:21:48,9.627
2024 10 09 14:22:48,9.7185
2024 10 09 14:23:48,9.81525
2024 10 09 14:24:48,9.907125
2024 10 09 14:25:48,9.984
2024 10 09 14:26:48,10.058625
2024 10 09 14:27:48,10.13025
2024 10 09 14:28:48,10.20225
2024 10 09 14:29:48,10.280625
2024 10 09 14:30:48,10.348125
2024 10 09 14:31:48,10.405125
2024 10 09 14:32:48,10.450875
2024 10 09 14:33:48,10.168875
2024 10 09 14:34:48,9.90675
2024 10 09 14:35:48,9.664875
2024 10 09 14:36:48,9.439125
2024 10 09 14:37:48,9.2385
2024 10 09 14:38:48,9.3555
2024 10 09 14:39:48,9.45525
2024 10 09 14:40:48,9.549375
2024 10 09 14:41:48,9.63675
2024 10 09 14:42:48,9.714375
2024 10 09 14:43:48,9.794625
2024 10 09 14:44:48,9.879375
2024 10 09 14:45:48,9.95325
2024 10 09 14:46:48,10.03725
2024 10 09 14:47:48,10.129875
2024 10 09 14:48:48,10.213875
2024 10 09 14:49:48,10.294875
2024 10 09 14:50:48,10.372125
2024 10 09 14:51:48,10.429875
2024 10 09 14:52:48,10.463625
2024 10 09 14:53:48,10.190625
2024 10 09 14:54:48,9.9255
2024 10 09 14:55:48,9.68325
2024 10 09 14:56:48,9.463875
2024 10 09 14:57:48,9.255375
2024 10 09 14:58:48,9.373125
2024 10 09 14:59:48,9.47925
2024 10 09 15:00:48,9.57975
2024 10 09 15:01:48,9.6645
2024 10 09 15:02:48,9.765
2024 10 09 15:03:48,9.857625
2024 10 09 15:04:48,9.934875
2024 10 09 15:05:48,10.01775
2024 10 09 15:06:48,10.099875
2024 10 09 15:07:48,10.174875
2024 10 09 15:08:48,10.248375
2024 10 09 15:09:48,10.3335
2024 10 09 15:10:48,10.39575
2024 10 09 15:11:48,10.451625
2024 10 09 15:12:48,10.488
2024 10 09 15:13:48,10.21875
2024 10 09 15:14:48,9.957375
2024 10 09 15:15:48,9.71625
2024 10 09 15:16:48,9.501375
2024 10 09 15:17:48,9.306
2024 10 09 15:18:48,9.411375
2024 10 09 15:19:48,9.51375
2024 10 09 15:20:48,9.612
2024 10 09 15:21:48,9.6975
2024 10 09 15:22:48,9.786375
2024 10 09 15:23:48,9.87675
2024 10 09 15:24:48,9.95775
2024 10 09 15:25:48,10.039125
2024 10 09 15:26:48,10.1175
2024 10 09 15:27:48,10.19325
2024 10 09 15:28:48,10.269375
2024 10 09 15:29:48,10.3305
2024 10 09 15:30:48,10.375125
2024 10 09 15:31:48,10.40925
2024 10 09 15:32:48,10.10325
2024 10 09 15:33:48,9.84675
2024 10 09 15:34:48,9.619125
2024 10 09 15:35:48,9.619125
2024 10 09 15:36:48,9.619125
2024 10 09 15:37:48,9.939
2024 10 09 15:38:48,10.1955
2024 10 09 15:39:48,10.353375
2024 10 09 15:40:48,10.17225
2024 10 09 15:41:48,10.004625
2024 10 09 15:42:48,9.859875
2024 10 09 15:43:48,9.718875
2024 10 09 15:44:48,9.669
2024 10 09 15:45:48,9.739875
2024 10 09 15:46:48,9.819375
2024 10 09 15:47:48,9.89175
2024 10 09 15:48:48,9.98025
2024 10 09 15:49:48,10.059
2024 10 09 15:50:48,10.1505
2024 10 09 15:51:48,10.222125
2024 10 09 15:52:48,10.306125
2024 10 09 15:53:48,10.37025
2024 10 09 15:54:48,10.42275
2024 10 09 15:55:48,10.453125
2024 10 09 15:56:48,10.48125
2024 10 09 15:57:48,10.210125
2024 10 09 15:58:48,9.978375
2024 10 09 15:59:48,9.751125
2024 10 09 16:00:48,9.543375
2024 10 09 16:01:48,9.35925
2024 10 09 16:02:49,9.45975
2024 10 09 16:03:49,9.5415
2024 10 09 16:04:49,9.64425
2024 10 09 16:05:49,9.739875
2024 10 09 16:06:49,9.836625
2024 10 09 16:07:49,9.926625
2024 10 09 16:08:49,10.002
2024 10 09 16:09:49,10.071375
2024 10 09 16:10:49,10.14975
2024 10 09 16:11:49,10.211625
2024 10 09 16:12:49,10.287
2024 10 09 16:13:49,10.356375
2024 10 09 16:14:49,10.40625
2024 10 09 16:15:49,10.43475
2024 10 09 16:16:49,10.155
2024 10 09 16:17:49,9.896625
2024 10 09 16:18:49,9.663
2024 10 09 16:19:49,9.456
2024 10 09 16:20:49,9.262875
2024 10 09 16:21:49,9.37575
2024 10 09 16:22:49,9.4755
2024 10 09 16:23:49,9.573
2024 10 09 16:24:49,9.65025
2024 10 09 16:25:49,9.738
2024 10 09 16:26:49,9.8355
2024 10 09 16:27:49,9.907125
2024 10 09 16:28:49,9.986625
2024 10 09 16:29:49,10.077375
2024 10 09 16:30:49,10.15275
2024 10 09 16:31:49,10.241625
2024 10 09 16:32:49,10.34175
2024 10 09 16:33:49,10.4115
2024 10 09 16:34:49,10.463625
2024 10 09 16:35:49,10.50675
2024 10 09 16:36:49,10.218375
2024 10 09 16:37:49,9.951375
2024 10 09 16:38:49,9.7125
2024 10 09 16:39:49,9.48975
2024 10 09 16:40:49,9.281625
2024 10 09 16:41:49,9.3915
2024 10 09 16:42:49,9.4875
2024 10 09 16:43:49,9.555375
2024 10 09 16:44:49,9.607125
2024 10 09 16:45:49,9.64425
2024 10 09 16:46:49,9.665625
2024 10 09 16:47:49,9.665625
2024 10 09 16:48:49,9.741
2024 10 09 16:49:49,9.7875
2024 10 09 16:50:49,9.8445
2024 10 09 16:51:49,9.918375
2024 10 09 16:52:49,10.0065
2024 10 09 16:53:49,10.0335
2024 10 09 16:54:49,10.108875
2024 10 09 16:55:49,10.19325
2024 10 09 16:56:49,10.27125
2024 10 09 16:57:49,10.335
2024 10 09 16:58:49,10.3845
2024 10 09 16:59:49,10.4145
2024 10 09 17:00:49,10.128
2024 10 09 17:01:49,9.874125
2024 10 09 17:02:49,9.639375
2024 10 09 17:03:49,9.42525
2024 10 09 17:04:49,9.235875
2024 10 09 17:05:49,9.358125
2024 10 09 17:06:49,9.454875
2024 10 09 17:07:49,9.5535
2024 10 09 17:08:49,9.648375
2024 10 09 17:09:49,9.727125
2024 10 09 17:10:49,9.811875
2024 10 09 17:11:49,9.901125
2024 10 09 17:12:49,9.983625
2024 10 09 17:13:49,10.069125
2024 10 09 17:14:49,10.166625
2024 10 09 17:15:49,10.243875
2024 10 09 17:16:49,10.318875
2024 10 09 17:17:49,10.379625
2024 10 09 17:18:49,10.4205
2024 10 09 17:19:49,10.44075
2024 10 09 17:20:49,10.165875
2024 10 09 17:21:49,9.90825
2024 10 09 17:22:49,9.67725
2024 10 09 17:23:49,9.460875
2024 10 09 17:24:49,9.266625
2024 10 09 17:25:49,9.376125
2024 10 09 17:26:49,9.476625
2024 10 09 17:27:49,9.568125
2024 10 09 17:28:49,9.6585
2024 10 09 17:29:49,9.745125
2024 10 09 17:30:49,9.843375
2024 10 09 17:31:49,9.931875
2024 10 09 17:32:49,10.01925
2024 10 09 17:33:49,10.098375
2024 10 09 17:34:49,10.189125
2024 10 09 17:35:49,10.27575
2024 10 09 17:36:49,10.356375
2024 10 09 17:37:49,10.4205
2024 10 09 17:38:49,10.479375
2024 10 09 17:39:49,10.50825
2024 10 09 17:40:49,10.22925
2024 10 09 17:41:49,9.972375
2024 10 09 17:42:49,9.72675
2024 10 09 17:43:49,9.508875
2024 10 09 17:44:49,9.32325
2024 10 09 17:45:49,9.435
2024 10 09 17:46:49,9.527625
2024 10 09 17:47:49,9.620625
2024 10 09 17:48:49,9.716625
2024 10 09 17:49:49,9.790875
2024 10 09 17:50:49,9.859125
2024 10 09 17:51:49,9.912
2024 10 09 17:52:49,9.95325
2024 10 09 17:53:49,9.96375
2024 10 09 17:54:49,10.063125
2024 10 09 17:55:49,10.101375
2024 10 09 17:56:49,10.15425
2024 10 09 17:57:49,10.223625
2024 10 09 17:58:49,10.308375
2024 10 09 17:59:49,10.3065
2024 10 09 18:00:49,10.36575
2024 10 09 18:01:49,10.410375
2024 10 09 18:02:49,10.4385
2024 10 09 18:03:49,10.13175
2024 10 09 18:04:49,9.88425
2024 10 09 18:05:49,9.64425
2024 10 09 18:06:49,9.430125
2024 10 09 18:07:49,9.23325
2024 10 09 18:08:49,9.373125
2024 10 09 18:09:49,9.454875
2024 10 09 18:10:49,9.55875
2024 10 09 18:11:49,9.65025
2024 10 09 18:12:49,9.729375
2024 10 09 18:13:50,9.822375
2024 10 09 18:14:50,9.911625
2024 10 09 18:15:50,9.984375
2024 10 09 18:16:50,10.062
2024 10 09 18:17:50,10.158
2024 10 09 18:18:50,10.224
2024 10 09 18:19:50,10.305375
2024 10 09 18:20:50,10.373625
2024 10 09 18:21:50,10.4235
2024 10 09 18:22:50,10.450125
2024 10 09 18:23:50,10.182375
2024 10 09 18:24:50,9.927375
2024 10 09 18:25:50,9.696
2024 10 09 18:26:50,9.4815
2024 10 09 18:27:50,9.2895
2024 10 09 18:28:50,9.4125
2024 10 09 18:29:50,9.503625
2024 10 09 18:30:50,9.600375
2024 10 09 18:31:50,9.702
2024 10 09 18:32:50,9.77925
2024 10 09 18:33:50,9.862875
2024 10 09 18:34:50,9.953625
2024 10 09 18:35:50,10.0305
2024 10 09 18:36:50,10.101
2024 10 09 18:37:50,10.20075
2024 10 09 18:38:50,10.283625
2024 10 09 18:39:50,10.361625
2024 10 09 18:40:50,10.42425
2024 10 09 18:41:50,10.4715
2024 10 09 18:42:50,10.491375
2024 10 09 18:43:50,10.21275
2024 10 09 18:44:50,9.960375
2024 10 09 18:45:50,9.7305
2024 10 09 18:46:50,9.51825
2024 10 09 18:47:50,9.325875
2024 10 09 18:48:50,9.43725
2024 10 09 18:49:50,9.525375
2024 10 09 18:50:50,9.61275
2024 10 09 18:51:50,9.7035
2024 10 09 18:52:50,9.789375
2024 10 09 18:53:50,9.867375
2024 10 09 18:54:50,9.954
2024 10 09 18:55:50,10.042125
2024 10 09 18:56:50,10.117875
2024 10 09 18:57:50,10.203375
2024 10 09 18:58:50,10.29075
2024 10 09 18:59:50,10.3695
2024 10 09 19:00:50,10.425
2024 10 09 19:01:50,10.471875
2024 10 09 19:02:50,10.494
2024 10 09 19:03:50,10.237125
2024 10 09 19:04:51,9.986625
2024 10 09 19:05:51,9.759
2024 10 09 19:06:51,9.547125
2024 10 09 19:07:51,9.351
2024 10 09 19:08:51,9.444
2024 10 09 19:09:51,9.5385
2024 10 09 19:10:51,9.62625
2024 10 09 19:11:51,9.71025
2024 10 09 19:12:51,9.809625
2024 10 09 19:13:51,9.904875
2024 10 09 19:14:51,9.984375
2024 10 09 19:15:51,10.070625
2024 10 09 19:16:51,10.159875
2024 10 09 19:17:51,10.236375
2024 10 09 19:18:51,10.31775
2024 10 09 19:19:51,10.395375
2024 10 09 19:20:51,10.450125
2024 10 09 19:21:51,10.489875
2024 10 09 19:22:51,10.191
2024 10 09 19:23:51,9.924375
2024 10 09 19:24:51,9.682125
2024 10 09 19:25:51,9.467625
2024 10 09 19:26:51,9.262125
2024 10 09 19:27:51,9.394875
2024 10 09 19:28:51,9.4995
2024 10 09 19:29:51,9.591
2024 10 09 19:30:51,9.672375
2024 10 09 19:31:51,9.765
2024 10 09 19:32:51,9.852
2024 10 09 19:33:51,9.928875
2024 10 09 19:34:51,10.017375
2024 10 09 19:35:51,10.08825
2024 10 09 19:36:51,10.138875
2024 10 09 19:37:51,10.177125
2024 10 09 19:38:51,10.300125
2024 10 09 19:39:51,10.334625
2024 10 09 19:40:51,10.375125
2024 10 09 19:41:51,10.425
2024 10 09 19:42:51,10.525125
2024 10 09 19:43:51,10.525125
2024 10 09 19:44:51,10.59075
2024 10 09 19:45:51,10.650375
2024 10 09 19:46:51,10.3995
2024 10 09 19:47:51,10.119375
2024 10 09 19:48:51,9.855375
2024 10 09 19:49:51,9.612
2024 10 09 19:50:51,9.384375
2024 10 09 19:51:51,9.47475
2024 10 09 19:52:51,9.553875
2024 10 09 19:53:51,9.631875
2024 10 09 19:54:51,9.718125
2024 10 09 19:55:51,9.81075
2024 10 09 19:56:51,9.89625
2024 10 09 19:57:51,9.985125
2024 10 09 19:58:51,10.08675
2024 10 09 19:59:51,10.176375
2024 10 09 20:00:51,10.2465
2024 10 09 20:01:51,10.335
2024 10 09 20:02:51,10.410375
2024 10 09 20:03:51,10.458
2024 10 09 20:04:51,10.48875
2024 10 09 20:05:51,10.20825
2024 10 09 20:06:51,9.950625
2024 10 09 20:07:51,9.70425
2024 10 09 20:08:51,9.489
2024 10 09 20:09:51,9.283875
2024 10 09 20:10:51,9.41175
2024 10 09 20:11:51,9.512625
2024 10 09 20:12:51,9.6045
2024 10 09 20:13:51,9.688125
2024 10 09 20:14:51,9.773625
2024 10 09 20:15:51,9.854625
2024 10 09 20:16:51,9.925875
2024 10 09 20:17:51,10.012125
2024 10 09 20:18:51,10.09125
2024 10 09 20:19:51,10.173375
2024 10 09 20:20:51,10.246125
2024 10 09 20:21:51,10.326
2024 10 09 20:22:51,10.388625
2024 10 09 20:23:51,10.4355
2024 10 09 20:24:51,10.467375
2024 10 09 20:25:51,10.196625
2024 10 09 20:26:51,9.933
2024 10 09 20:27:51,9.69975
2024 10 09 20:28:51,9.481125
2024 10 09 20:29:51,9.29175
2024 10 09 20:30:51,9.408375
2024 10 09 20:31:51,9.51225
2024 10 09 20:32:51,9.612
2024 10 09 20:33:51,9.706875
2024 10 09 20:34:51,9.792375
2024 10 09 20:35:51,9.89325
2024 10 09 20:36:51,9.970875
2024 10 09 20:37:51,10.046625
2024 10 09 20:38:51,10.1325
