time,feed_pressure
2024 10 16 14:41:00,11.01855048161311
2024 10 16 14:42:00,10.237516718927642
2024 10 16 14:43:00,10.404148331556543
2024 10 16 14:44:00,11.097618057762134
2024 10 16 14:45:00,10.901708603166757
2024 10 16 14:46:00,11.11967332753314
2024 10 16 14:47:00,11.527764817988777
2024 10 16 14:48:00,10.168417183783015
2024 10 16 14:49:00,10.264779617602985
2024 10 16 14:50:00,11.369606281808078
2024 10 16 14:51:00,10.442520729700057
2024 10 16 14:52:00,10.438994924303884
2024 10 16 14:53:00,10.17359020342112
2024 10 16 14:54:00,10.275677911911508
2024 10 16 14:55:00,10.793351857053691
2024 10 16 14:56:00,10.89482035629093
2024 10 16 14:57:00,10.532645266910812
2024 10 16 14:58:00,11.38583053713509
2024 10 16 14:59:00,10.751241617033177
2024 10 16 15:00:00,10.409084806719951
2024 10 16 15:01:00,11.045017580858692
2024 10 16 15:02:00,10.12123300636248
2024 10 16 15:03:00,11.066230910377454
2024 10 16 15:04:00,10.217283940774475
2024 10 16 15:05:00,10.872739484728545
2024 10 16 15:06:00,11.333325735681427
2024 10 16 15:07:00,10.24863214336989
2024 10 16 15:08:00,10.390162800900493
2024 10 16 15:09:00,10.546648639497604
2024 10 16 15:10:00,10.357048195609533
2024 10 16 15:11:00,10.259638246518218
2024 10 16 15:12:00,10.204339730288162
2024 10 16 15:13:00,11.240137414527704
2024 10 16 15:14:00,11.23314103
2024 10 16 15:15:00,10.481807058016438
2024 10 16 15:16:00,11.381052830897971
2024 10 16 15:17:00,10.446372103742483
2024 10 16 15:18:00,10.492951093546765
2024 10 16 15:19:00,11.024848171955355
2024 10 16 15:20:00,10.590069184627042
2024 10 16 15:21:00,10.531896970439597
2024 10 16 15:22:00,11.036549933064556
2024 10 16 15:23:00,11.097754827068616
2024 10 16 15:24:00,10.252034568271272
2024 10 16 15:25:00,11.268454504032189
2024 10 16 15:26:00,10.667638125973582
2024 10 16 15:27:00,11.033885845458371
2024 10 16 15:28:00,11.437783634119633
2024 10 16 15:29:00,11.075311326778513
2024 10 16 15:30:00,11.324425944933918
2024 10 16 15:31:00,10.955276097789652
2024 10 16 15:32:00,10.357015011644677
2024 10 16 15:33:00,10.210981496974693
2024 10 16 15:34:00,10.430787519933832
2024 10 16 15:35:00,10.39652500665977
2024 10 16 15:36:00,10.265454467841256
2024 10 16 15:37:00,10.66885778
2024 10 16 15:38:00,10.173324284555491
2024 10 16 15:39:00,10.090104685293175
2024 10 16 15:40:00,11.358600469986246
2024 10 16 15:41:00,10.53592070652284
2024 10 16 15:42:00,10.434322937164843
2024 10 16 15:43:00,10.19816951567244
2024 10 16 15:44:00,10.961660083920284
2024 10 16 15:45:00,11.209205245281352
2024 10 16 15:46:00,10.832486687229162
2024 10 16 15:47:00,10.144564388320797
2024 10 16 15:48:00,10.101690109028892
2024 10 16 15:49:00,10.315100450578626
2024 10 16 15:50:00,10.281773352964636
2024 10 16 15:51:00,11.08653081061922
2024 10 16 15:52:00,11.567624167595294
2024 10 16 15:53:00,10.50197774451479
2024 10 16 15:54:00,10.962305413533167
2024 10 16 15:55:00,10.237081099814786
2024 10 16 15:56:00,11.56504824863853
2024 10 16 15:57:00,11.414094487363547
2024 10 16 15:58:00,11.090502321976194
2024 10 16 15:59:00,10.694496579460024
2024 10 16 16:00:00,10.944080804634472
2024 10 16 16:01:00,10.09564453536782
2024 10 16 16:02:00,10.096453736270796
2024 10 16 16:03:00,10.689691859496456
2024 10 16 16:04:00,11.379365097369744
2024 10 16 16:05:00,10.435986016747288
2024 10 16 16:06:00,11.00669479360279
2024 10 16 16:07:00,10.327081798176522
2024 10 16 16:08:00,10.392265769803563
2024 10 16 16:09:00,11.150711676484242
2024 10 16 16:10:00,10.11365793826852
2024 10 16 16:11:00,10.440557337376571
2024 10 16 16:12:00,10.096127618063525
2024 10 16 16:13:00,10.095168961779084
2024 10 16 16:14:00,10.283741122602722
2024 10 16 16:15:00,10.925305431481211
2024 10 16 16:16:00,11.115705183257663
2024 10 16 16:17:00,10.339782081312052
2024 10 16 16:18:00,11.217587206311412
2024 10 16 16:19:00,10.563187708624994
2024 10 16 16:20:00,10.140963597842042
2024 10 16 16:21:00,11.14162399
2024 10 16 16:22:00,11.47919792491721
2024 10 16 16:23:00,10.346102054436948
2024 10 16 16:24:00,10.459555825728826
2024 10 16 16:25:00,10.899946068668635
2024 10 16 16:26:00,10.392538083694816
2024 10 16 16:27:00,10.341690495416238
2024 10 16 16:28:00,10.36825866453254
2024 10 16 16:29:00,10.96158469249713
2024 10 16 16:30:00,11.32445883432448
2024 10 16 16:31:00,11.27637383
2024 10 16 16:32:00,10.105578046401918
2024 10 16 16:33:00,10.135284367527095
2024 10 16 16:34:00,10.332044947442544
2024 10 16 16:35:00,10.281856630013491
2024 10 16 16:36:00,10.134478192423051
2024 10 16 16:37:00,11.296258192404458
2024 10 16 16:38:00,11.137409631487518
2024 10 16 16:39:00,10.927208645695682
2024 10 16 16:40:00,10.589929315693183
2024 10 16 16:41:00,11.055536136648634
2024 10 16 16:42:00,10.855131226446831
2024 10 16 16:43:00,10.990775791153151
2024 10 16 16:44:00,10.08302151487488
2024 10 16 16:45:00,10.945447945807985
2024 10 16 16:46:00,11.26476759848174
2024 10 16 16:47:00,10.410014918765796
2024 10 16 16:48:00,10.37392514383026
2024 10 16 16:49:00,10.093781374712504
2024 10 16 16:50:00,10.51077441792017
2024 10 16 16:51:00,11.369156137836177
2024 10 16 16:52:00,11.567094431299164
2024 10 16 16:53:00,11.341244716329925
2024 10 16 16:54:00,10.45537177609257
2024 10 16 16:55:00,10.219464546938571
2024 10 16 16:56:00,10.303762076387864
2024 10 16 16:57:00,11.227843341311566
2024 10 16 16:58:00,10.100042684566086
2024 10 16 16:59:00,10.269872763408811
2024 10 16 17:00:00,10.360617118685273
2024 10 16 17:01:00,10.260413171353257
2024 10 16 17:02:00,10.36608075602267
2024 10 16 17:03:00,11.56798238689827
2024 10 16 17:04:00,10.758951824831524
2024 10 16 17:05:00,10.417310380325633
2024 10 16 17:06:00,10.410385638414883
2024 10 16 17:07:00,10.22957838333003
2024 10 16 17:08:00,11.005620063693168
2024 10 16 17:09:00,10.614772156497596
2024 10 16 17:10:00,10.916607903550675
2024 10 16 17:11:00,10.502209044237588
2024 10 16 17:12:00,10.500156861490312
2024 10 16 17:13:00,10.435209628258477
2024 10 16 17:14:00,10.085035084293684
2024 10 16 17:15:00,10.439658237489516
2024 10 16 17:16:00,11.049393987084152
2024 10 16 17:17:00,10.272819633305796
2024 10 16 17:18:00,10.501226644305984
2024 10 16 17:19:00,10.302373501307676
2024 10 16 17:20:00,11.130032877153818
2024 10 16 17:21:00,10.197212378869873
2024 10 16 17:22:00,10.491651582221795
2024 10 16 17:23:00,11.298440821344968
2024 10 16 17:24:00,11.238908821219049
2024 10 16 17:25:00,10.703711198828303
2024 10 16 17:26:00,10.363851391973569
2024 10 16 17:27:00,10.076225485211715
2024 10 16 17:28:00,10.15028989870951
2024 10 16 17:29:00,10.738931750760342
2024 10 16 17:30:00,10.475416597694329
2024 10 16 17:31:00,10.145934449272543
2024 10 16 17:32:00,11.44054197364896
2024 10 16 17:33:00,10.690721028598093
2024 10 16 17:34:00,10.869938547439633
2024 10 16 17:35:00,10.640266882099608
2024 10 16 17:36:00,10.160078701295964
2024 10 16 17:37:00,10.54297776496849
2024 10 16 17:38:00,10.723480560482017
2024 10 16 17:39:00,10.964639610009968
2024 10 16 17:40:00,10.132399026508422
2024 10 16 17:41:00,11.446318920193216
2024 10 16 17:42:00,10.213813230073418
2024 10 16 17:43:00,10.50621670676782
2024 10 16 17:44:00,10.999053947741912
2024 10 16 17:45:00,10.290610855421194
2024 10 16 17:46:00,10.145572918245742
2024 10 16 17:47:00,11.382587470926778
2024 10 16 17:48:00,11.468585579676938
2024 10 16 17:49:00,10.500835445696836
2024 10 16 17:50:00,10.39349124095475
2024 10 16 17:51:00,10.204980475719932
2024 10 16 17:52:00,10.55235836733572
2024 10 16 17:53:00,11.534819640736847
2024 10 16 17:54:00,10.153238070601796
2024 10 16 17:55:00,11.338876802598984
2024 10 16 17:56:00,10.231427862119713
2024 10 16 17:57:00,10.119050160361894
2024 10 16 17:58:00,10.296525326328574
2024 10 16 17:59:00,11.336900061343927
2024 10 16 18:00:00,10.73924378777568
2024 10 16 18:01:00,10.085127411387605
2024 10 16 18:02:00,11.402794517105413
2024 10 16 18:03:00,10.47312969798958
2024 10 16 18:04:00,11.172528371601269
2024 10 16 18:05:00,10.168366131476285
2024 10 16 18:06:00,11.553197495824705
2024 10 16 18:07:00,10.29316534014429
2024 10 16 18:08:00,10.127052603742811
2024 10 16 18:09:00,11.175800917097783
2024 10 16 18:10:00,10.432159998548356
2024 10 16 18:11:00,10.881532787582888
2024 10 16 18:12:00,10.222809153445828
2024 10 16 18:13:00,10.310082905452564
2024 10 16 18:14:00,10.168265293899008
2024 10 16 18:15:00,11.52902994946934
2024 10 16 18:16:00,10.28389790738922
2024 10 16 18:17:00,10.275986850085838
2024 10 16 18:18:00,10.2139787
2024 10 16 18:19:00,10.545078391798404
2024 10 16 18:20:00,10.24348085456557
2024 10 16 18:21:00,10.09749654657867
2024 10 16 18:22:00,10.503404306100109
2024 10 16 18:23:00,11.518069134239475
2024 10 16 18:24:00,10.181931253245615
2024 10 16 18:25:00,11.472492996593775
2024 10 16 18:26:00,10.450584114381313
2024 10 16 18:27:00,11.38511697
2024 10 16 18:28:00,10.450880477102094
2024 10 16 18:29:00,10.166162044740116
2024 10 16 18:30:00,10.225086901311672
2024 10 16 18:31:00,10.851954803012342
2024 10 16 18:32:00,11.063841783635404
2024 10 16 18:33:00,10.31808595787406
2024 10 16 18:34:00,11.511843169128364
2024 10 16 18:35:00,11.302876093009466
2024 10 16 18:36:00,10.126465502995986
2024 10 16 18:37:00,10.448140779963705
2024 10 16 18:38:00,10.541829954202557
2024 10 16 18:39:00,11.081198325198985
2024 10 16 18:40:00,10.521114988657512
2024 10 16 18:41:00,10.969788246053572
2024 10 16 18:42:00,10.322031868112449
2024 10 16 18:43:00,10.399505808037734
2024 10 16 18:44:00,10.31799461185402
2024 10 16 18:45:00,10.23835675046378
2024 10 16 18:46:00,11.465939065537302
2024 10 16 18:47:00,11.11707995
2024 10 16 18:48:00,10.377002231025644
2024 10 16 18:49:00,10.592204817336787
2024 10 16 18:50:00,10.57742397126902
2024 10 16 18:51:00,10.81857473450964
2024 10 16 18:52:00,10.736920303828532
2024 10 16 18:53:00,11.509346299581424
2024 10 16 18:54:00,10.298553138242143
2024 10 16 18:55:00,11.018026387869348
2024 10 16 18:56:00,10.29406437959767
2024 10 16 18:57:00,11.292442412389164
2024 10 16 18:58:00,11.531209268464451
2024 10 16 18:59:00,11.032011498874642
2024 10 16 19:00:00,10.094074206961052
2024 10 16 19:01:00,10.577588865881085
2024 10 16 19:02:00,11.47931439439337
2024 10 16 19:03:00,10.95443123685976
2024 10 16 19:04:00,10.886281082489775
2024 10 16 19:05:00,11.555496883561707
2024 10 16 19:06:00,11.342362380033382
2024 10 16 19:07:00,10.466536377195228
2024 10 16 19:08:00,10.101919394852956
2024 10 16 19:09:00,10.507513644124144
2024 10 16 19:10:00,10.199772440557323
2024 10 16 19:11:00,10.591943931318337
2024 10 16 19:12:00,10.43192786148913
2024 10 16 19:13:00,11.296951578829338
2024 10 16 19:14:00,10.463136969629666
2024 10 16 19:15:00,11.142052088636602
2024 10 16 19:16:00,10.128665578226048
2024 10 16 19:17:00,10.123266654197709
2024 10 16 19:18:00,10.544608390488028
2024 10 16 19:19:00,11.399285615371596
2024 10 16 19:20:00,10.319561807686789
2024 10 16 19:21:00,11.10578341191226
2024 10 16 19:22:00,11.239598026698754
2024 10 16 19:23:00,10.764060554185384
2024 10 16 19:24:00,10.536609809097476
2024 10 16 19:25:00,10.239682953574096
2024 10 16 19:26:00,10.127749199892794
2024 10 16 19:27:00,10.28701436490105
2024 10 16 19:28:00,11.426671241287895
2024 10 16 19:29:00,11.528660905465085
2024 10 16 19:30:00,10.956019940417608
2024 10 16 19:31:00,10.870348770988484
2024 10 16 19:32:00,10.26698452
2024 10 16 19:33:00,10.547808183863776
2024 10 16 19:34:00,11.298161559355716
2024 10 16 19:35:00,10.576360519813282
2024 10 16 19:36:00,10.95230894981442
2024 10 16 19:37:00,11.12387976633406
2024 10 16 19:38:00,11.437740139603132
2024 10 16 19:39:00,10.286197155431566
2024 10 16 19:40:00,10.530250519787195
2024 10 16 19:41:00,10.196060448805772
2024 10 16 19:42:00,10.544212152236849
2024 10 16 19:43:00,10.43650430716318
2024 10 16 19:44:00,10.657539913833707
2024 10 16 19:45:00,11.155874697029256
2024 10 16 19:46:00,10.23245708988874
2024 10 16 19:47:00,11.071563877193707
2024 10 16 19:48:00,10.291132971627087
2024 10 16 19:49:00,11.110789005229035
2024 10 16 19:50:00,10.439500121855364
2024 10 16 19:51:00,10.367364930496052
2024 10 16 19:52:00,10.916091286527582
2024 10 16 19:53:00,10.40946561752207
2024 10 16 19:54:00,10.543751901865042
2024 10 16 19:55:00,11.336223530174609
2024 10 16 19:56:00,10.201022529853995
2024 10 16 19:57:00,10.091419536062272
2024 10 16 19:58:00,11.233431050836288
2024 10 16 19:59:00,10.76878246750828
2024 10 16 20:00:00,10.96274055581874
2024 10 16 20:01:00,10.580521482413037
2024 10 16 20:02:00,11.413660275087492
2024 10 16 20:03:00,10.602195346676451
2024 10 16 20:04:00,10.19724375762399
2024 10 16 20:05:00,10.515979167611906
2024 10 16 20:06:00,10.537466588758786
2024 10 16 20:07:00,10.54878184589938
2024 10 16 20:08:00,10.399214174130938
2024 10 16 20:09:00,11.299607035303694
2024 10 16 20:10:00,10.180937520586571
2024 10 16 20:11:00,10.352069698130869
2024 10 16 20:12:00,11.08070576049758
2024 10 16 20:13:00,10.295007668752865
2024 10 16 20:14:00,10.855606373916403
2024 10 16 20:15:00,10.15015824438663
2024 10 16 20:16:00,10.441645851287372
2024 10 16 20:17:00,11.573270132188592
2024 10 16 20:18:00,10.10058309340062
2024 10 16 20:19:00,10.619402702985562
2024 10 16 20:20:00,10.574649643289678
2024 10 16 20:21:00,10.584535975366146
2024 10 16 20:22:00,10.345122008457553
2024 10 16 20:23:00,10.76250611986877
2024 10 16 20:24:00,11.18156660684272
2024 10 16 20:25:00,10.408292537040616
2024 10 16 20:26:00,10.644351055332418
2024 10 16 20:27:00,11.312318434128589
2024 10 16 20:28:00,10.363131677499355
2024 10 16 20:29:00,10.557613007787005
2024 10 16 20:30:00,10.428478767116951
2024 10 16 20:31:00,10.523288425136998
2024 10 16 20:32:00,10.49975757
2024 10 16 20:33:00,10.117137959008506
2024 10 16 20:34:00,11.292970377516694
2024 10 16 20:35:00,10.82379959633716
2024 10 16 20:36:00,10.717883797390453
2024 10 16 20:37:00,11.093305090817006
2024 10 16 20:38:00,10.57781031164027
2024 10 16 20:39:00,10.385546691611005
2024 10 16 20:40:00,11.370916925031024
2024 10 16 20:41:00,10.472465435157446
2024 10 16 20:42:00,10.19122818608411
2024 10 16 20:43:00,11.535242179022443
2024 10 16 20:44:00,11.097737708217984
2024 10 16 20:45:00,10.77719794
2024 10 16 20:46:00,10.64842073608711
2024 10 16 20:47:00,10.512383266834872
2024 10 16 20:48:00,10.580232804235973
2024 10 16 20:49:00,10.318025374131247
2024 10 16 20:50:00,10.373708603179166
2024 10 16 20:51:00,10.177072260798376
2024 10 16 20:52:00,10.678742958771544
2024 10 16 20:53:00,10.405620819989997
2024 10 16 20:54:00,10.247882259208904
2024 10 16 20:55:00,11.400789962218424
2024 10 16 20:56:00,10.74130594096216
2024 10 16 20:57:00,10.667321560173962
2024 10 16 20:58:00,10.46229449938138
2024 10 16 20:59:00,10.306688252784038
2024 10 16 21:00:00,10.196092454048836
2024 10 16 21:01:00,11.204443929000377
2024 10 16 21:02:00,10.350674058604325
2024 10 16 21:03:00,10.273858779201593
2024 10 16 21:04:00,11.377576664007954
2024 10 16 21:05:00,11.129026139078608
2024 10 16 21:06:00,10.853602900555408
2024 10 16 21:07:00,10.863921332913838
2024 10 16 21:08:00,10.45854927452602
2024 10 16 21:09:00,11.52709987712239
2024 10 16 21:10:00,10.127214055423435
2024 10 16 21:11:00,10.496987516525516
2024 10 16 21:12:00,10.473825671083215
2024 10 16 21:13:00,10.196526941382167
2024 10 16 21:14:00,10.45919992935248
2024 10 16 21:15:00,11.13968011
2024 10 16 21:16:00,11.38944145362937
2024 10 16 21:17:00,11.578822377025602
2024 10 16 21:18:00,10.247977542355448
2024 10 16 21:19:00,11.35629218854262
2024 10 16 21:20:00,11.168276338648631
2024 10 16 21:21:00,10.222398718463978
2024 10 16 21:22:00,10.314272619056446
2024 10 16 21:23:00,10.370817877081688
2024 10 16 21:24:00,10.442451466539126
2024 10 16 21:25:00,10.34364131584899
2024 10 16 21:26:00,10.45703723780115
2024 10 16 21:27:00,10.40382650364388
2024 10 16 21:28:00,10.577076425471535
2024 10 16 21:29:00,11.514191399403565
2024 10 16 21:30:00,11.321205644228996
2024 10 16 21:31:00,10.127593847536238
2024 10 16 21:32:00,10.099303311811116
2024 10 16 21:33:00,10.832828774568384
2024 10 16 21:34:00,11.111327932547448
2024 10 16 21:35:00,10.75490235246736
2024 10 16 21:36:00,10.908510915491275
2024 10 16 21:37:00,10.281410314328932
2024 10 16 21:38:00,11.27619253945763
2024 10 16 21:39:00,10.543611308561408
2024 10 16 21:40:00,10.794293658631242
2024 10 16 21:41:00,10.975964529997734
2024 10 16 21:42:00,10.95237026252013
2024 10 16 21:43:00,10.672656333851275
2024 10 16 21:44:00,10.24644604818379
2024 10 16 21:45:00,10.595000426645264
2024 10 16 21:46:00,10.349641076089576
2024 10 16 21:47:00,10.651457303512313
2024 10 16 21:48:00,10.53413371687341
2024 10 16 21:49:00,11.269005446512912
2024 10 16 21:50:00,10.585079968059608
2024 10 16 21:51:00,10.465372747244809
2024 10 16 21:52:00,10.934916371189324
2024 10 16 21:53:00,11.236826524972516
2024 10 16 21:54:00,10.206615299561635
2024 10 16 21:55:00,10.096917503419762
2024 10 16 21:56:00,11.092524475062058
2024 10 16 21:57:00,10.545534309343916
2024 10 16 21:58:00,10.649148423486066
2024 10 16 21:59:00,10.27850263573984
2024 10 16 22:00:00,11.16981944
2024 10 16 22:01:00,10.09947768939527
2024 10 16 22:02:00,10.960053403016444
2024 10 16 22:03:00,10.689251112281823
2024 10 16 22:04:00,10.365957348049072
2024 10 16 22:05:00,11.423939654741911
2024 10 16 22:06:00,10.406936736004171
2024 10 16 22:07:00,11.355361757444555
2024 10 16 22:08:00,10.97302801817436
2024 10 16 22:09:00,10.423341458104431
2024 10 16 22:10:00,10.260142622137868
2024 10 16 22:11:00,10.189107855449834
2024 10 16 22:12:00,11.574197243965028
2024 10 16 22:13:00,10.19643084249608
2024 10 16 22:14:00,10.515202174904962
2024 10 16 22:15:00,10.296960566359136
2024 10 16 22:16:00,10.323024024774242
2024 10 16 22:17:00,11.245891015487103
2024 10 16 22:18:00,11.094085756963922
2024 10 16 22:19:00,11.532470232999202
2024 10 16 22:20:00,10.19252711
2024 10 16 22:21:00,10.313077924414376
2024 10 16 22:22:00,10.90042390626468
2024 10 16 22:23:00,10.326711930715048
2024 10 16 22:24:00,10.198997081769692
2024 10 16 22:25:00,10.36885219818068
2024 10 16 22:26:00,10.203550215727264
2024 10 16 22:27:00,10.40644352834958
2024 10 16 22:29:00,10.170373038197026
2024 10 16 22:30:00,10.356545826425409
2024 10 16 22:31:00,11.212214704514304
2024 10 16 22:32:00,11.098656645087416
2024 10 16 22:33:00,10.13365608091408
2024 10 16 22:34:00,10.241225486045805
2024 10 16 22:35:00,10.12157491992446
2024 10 16 22:36:00,10.78894295696668
2024 10 16 22:37:00,10.561199557081103
2024 10 16 22:38:00,10.450340964121263
2024 10 16 22:39:00,11.55353019315841
2024 10 16 22:40:00,10.958151484763638
2024 10 16 22:41:00,10.643401357604734
2024 10 16 22:42:00,11.474398880783182
2024 10 16 22:43:00,10.386842419587538
2024 10 16 22:44:00,10.814482526695626
2024 10 16 22:45:00,11.053313687305172
2024 10 16 22:46:00,10.38615408061774
2024 10 16 22:47:00,10.89016879552618
2024 10 16 22:48:00,10.286646102353822
2024 10 16 22:49:00,10.32685161921286
2024 10 16 22:50:00,10.393965687229832
2024 10 16 22:51:00,10.311516989175992
2024 10 16 22:52:00,10.305288890539227
2024 10 16 22:53:00,10.776665913292913
2024 10 16 22:54:00,10.566670153890714
2024 10 16 22:55:00,10.314324835395174
2024 10 16 22:56:00,11.395518861613818
2024 10 16 22:57:00,11.044633953494966
2024 10 16 22:58:00,11.349263533816554
2024 10 16 22:59:00,10.302515956112858
2024 10 16 23:00:00,10.79604114410019
2024 10 16 23:01:00,10.43346020998842
2024 10 16 23:02:00,10.549521372866336
2024 10 16 23:03:00,10.529516620096553
2024 10 16 23:04:00,11.272151843663911
2024 10 16 23:05:00,10.42758040521168
2024 10 16 23:06:00,10.509055690127436
2024 10 16 23:07:00,10.645498931813869
2024 10 16 23:08:00,10.267326506300668
2024 10 16 23:09:00,11.055223023538773
2024 10 16 23:10:00,11.568763413637283
2024 10 16 23:11:00,10.25781816
2024 10 16 23:12:00,10.661816620247246
2024 10 16 23:13:00,10.99158371929187
2024 10 16 23:14:00,10.309461922763726
2024 10 16 23:15:00,10.356176927773552
2024 10 16 23:16:00,10.111584384541626
2024 10 16 23:17:00,11.056454421952424
2024 10 16 23:18:00,10.623476879639796
2024 10 16 23:19:00,10.78061849245545
2024 10 16 23:20:00,11.585026428897027
2024 10 16 23:21:00,10.95020041612797
2024 10 16 23:22:00,10.118665204265731
2024 10 16 23:23:00,11.17763584605256
2024 10 16 23:24:00,10.667367018544889
2024 10 16 23:25:00,10.293711380824307
2024 10 16 23:26:00,11.037243270936724
2024 10 16 23:27:00,10.187902500648612
2024 10 16 23:28:00,10.357375732544762
2024 10 16 23:29:00,10.472804825065433
2024 10 16 23:30:00,10.426711769660267
2024 10 16 23:31:00,10.291960909132117
2024 10 16 23:32:00,10.57416548174442
2024 10 16 23:33:00,10.227022925964848
2024 10 16 23:34:00,11.59663772725444
2024 10 16 23:35:00,10.851033031267272
2024 10 16 23:36:00,11.175384427193787
2024 10 16 23:37:00,10.635954569999534
2024 10 16 23:38:00,10.189203718684617
2024 10 16 23:39:00,10.217051545754996
2024 10 16 23:40:00,11.242687257617906
2024 10 16 23:41:00,11.421583333046245
2024 10 16 23:42:00,10.14520036441222
2024 10 16 23:43:00,10.422377869559009
2024 10 16 23:44:00,10.979550393501343
2024 10 16 23:45:00,10.358528109008509
2024 10 16 23:46:00,10.54122232
2024 10 16 23:47:00,10.81307748
2024 10 16 23:48:00,10.390082297725334
2024 10 16 23:49:00,11.113113797301098
2024 10 16 23:50:00,10.592746685167194
2024 10 16 23:51:00,11.591021469783884
2024 10 16 23:52:00,10.32301781363342
2024 10 16 23:53:00,10.421743224365272
2024 10 16 23:54:00,10.542906409986127
2024 10 16 23:55:00,10.209914817409278
2024 10 16 23:56:00,10.818196592182804
2024 10 16 23:57:00,10.445671143815533
2024 10 16 23:58:00,10.26505815936502
2024 10 16 23:59:00,10.420007186447885
2024 10 17 00:00:00,10.1218533
2024 10 17 00:01:00,10.60131421649414
2024 10 17 00:02:00,11.10879547226264
2024 10 17 00:03:00,11.525262352762098
2024 10 17 00:04:00,10.238139948037462
2024 10 17 00:05:00,10.47695454989326
2024 10 17 00:06:00,10.610908615952916
2024 10 17 00:07:00,10.561134918823694
2024 10 17 00:08:00,11.232460571079216
2024 10 17 00:09:00,10.212507903885315
2024 10 17 00:10:00,11.369307639528316
2024 10 17 00:11:00,11.429558545108112
2024 10 17 00:12:00,11.058347792574653
2024 10 17 00:13:00,10.598764320454457
2024 10 17 00:14:00,11.08209883487215
2024 10 17 00:15:00,11.375268355292087
2024 10 17 00:16:00,10.33333360880522
2024 10 17 00:17:00,11.007161371694972
2024 10 17 00:18:00,10.22183284611273
2024 10 17 00:19:00,11.426806250951074
2024 10 17 00:20:00,10.252063652035984
2024 10 17 00:21:00,10.594839478342344
2024 10 17 00:22:00,10.186851110701284
2024 10 17 00:23:00,10.123392374943183
2024 10 17 00:24:00,10.143236991225049
2024 10 17 00:25:00,10.758653006645316
2024 10 17 00:26:00,10.136588725948506
2024 10 17 00:27:00,10.81947898658277
2024 10 17 00:28:00,10.22349352557485
2024 10 17 00:29:00,10.888008123330556
2024 10 17 00:30:00,11.338056627340276
2024 10 17 00:31:00,10.220245856449932
2024 10 17 00:32:00,10.711205785738647
2024 10 17 00:33:00,10.409973333287292
2024 10 17 00:34:00,10.634343802140275
2024 10 17 00:35:00,10.259080709754627
2024 10 17 00:36:00,10.227453725149246
2024 10 17 00:37:00,10.644205658548309
2024 10 17 00:38:00,10.516309686239888
2024 10 17 00:39:00,10.559433366168898
2024 10 17 00:40:00,10.352079555243174
2024 10 17 00:41:00,10.200855475227309
2024 10 17 00:42:00,11.405380907732834
2024 10 17 00:43:00,11.519372820586147
2024 10 17 00:44:00,10.69479844769391
2024 10 17 00:45:00,10.80028531988282
2024 10 17 00:46:00,11.148032392597695
2024 10 17 00:47:00,10.452442878184764
2024 10 17 00:48:00,11.066517262390388
2024 10 17 00:49:00,11.00525644553705
2024 10 17 00:50:00,10.43926047568899
2024 10 17 00:51:00,10.597788513095589
2024 10 17 00:52:00,10.243693649691377
2024 10 17 00:53:00,11.22543065900888
2024 10 17 00:54:00,11.015654091852983
2024 10 17 00:55:00,11.261841763753528
2024 10 17 00:56:00,10.975318867056597
2024 10 17 00:57:00,11.455333884702943
2024 10 17 00:58:00,10.163050267594905
2024 10 17 00:59:00,10.529848719764916
2024 10 17 01:00:00,11.062068658916427
2024 10 17 01:01:00,10.887921588425826
2024 10 17 01:02:00,10.739327877321076
2024 10 17 01:03:00,11.037994875078514
2024 10 17 01:04:00,10.11903562494282
2024 10 17 01:05:00,10.1167622
2024 10 17 01:06:00,10.58798281406308
2024 10 17 01:07:00,11.379548592022472
2024 10 17 01:08:00,10.673855640030968
2024 10 17 01:09:00,10.118805725521668
2024 10 17 01:10:00,11.074171345296396
2024 10 17 01:11:00,10.400823560339424
2024 10 17 01:12:00,11.209131298627646
2024 10 17 01:13:00,11.306110898357089
2024 10 17 01:14:00,10.236693118228668
2024 10 17 01:15:00,10.692291508531016
2024 10 17 01:16:00,11.538527589572576
2024 10 17 01:17:00,11.167596154814024
2024 10 17 01:18:00,10.437205560158722
2024 10 17 01:19:00,10.167503083034395
2024 10 17 01:20:00,10.825906360487092
2024 10 17 01:21:00,10.535359995075607
2024 10 17 01:22:00,11.496843279942912
2024 10 17 01:23:00,10.22587090564928
2024 10 17 01:24:00,11.380263351640082
2024 10 17 01:25:00,10.23115251315635
2024 10 17 01:26:00,11.587743994374968
2024 10 17 01:27:00,10.267722836920845
2024 10 17 01:28:00,10.275628142134009
2024 10 17 01:29:00,10.304130635174015
2024 10 17 01:30:00,11.181878584323965
2024 10 17 01:31:00,11.424439442181878
2024 10 17 01:32:00,11.177510851193572
2024 10 17 01:33:00,10.21389233142729
2024 10 17 01:34:00,10.968046618088737
2024 10 17 01:35:00,11.343311847557594
2024 10 17 01:36:00,11.11966630306488
2024 10 17 01:37:00,11.590697964367054
2024 10 17 01:38:00,11.364404560751328
2024 10 17 01:39:00,10.369547747463193
2024 10 17 01:40:00,11.243658517088628
2024 10 17 01:41:00,11.194314398616084
2024 10 17 01:42:00,10.176525251873008
2024 10 17 01:43:00,10.765404120659136
2024 10 17 01:44:00,11.333979862560527
2024 10 17 01:45:00,10.97827214364295
2024 10 17 01:46:00,10.404544483251502
2024 10 17 01:47:00,10.84808409964182
2024 10 17 01:48:00,11.52473075646322
